source_id,Institution (bolded name),Webpage,(2nd line),(3rd line),Address Line 1 (Street or Box Number),Address Line 2 (Room/Suite),City,State,Zip Code,Phone,Best email contact,Summary Description of Map Collection,Questions / Notes / Comments,Region ID,Regional Coordinator,Status,Date of last update,Addtional Note
73,California Historical Society,https://californiahistoricalsociety.org/collections/search-the-collections/,North Baker Research Library,,678 Mission Street,,San Francisco,CA,94105,415-357-1848,info@calhist.org,"The California Historical Society maintains three primary online collections:  the Online Catalog containing basic descriptive records for manuscripts and photographic collections; books and pamphlets; periodicals, posters, broadsides, maps, and newspapers; and other materials; the Digital Library, containing digitized primary sources such as photographs, maps, and ephemera; and the Online Archive of California, containing detailed guides to manuscript and photography collections; digital images; digitized oral histories.",,9,,flagged,,
74,David Rumsey Collection,www.davidrumsey.com,Bing Wing of Green Library,Stanford University,557 Escondido Mall,,San Francisco,CA,94305-6004,650-498-8698,carto@davidrumsey.com,"The David Rumsey Map Collection was started over 30 years ago and contains more than 150,000 maps. The collection focuses on rare 16th through 21st century maps of North and South America, as well as maps of the World, Asia, Africa, Europe, and Oceania. The collection includes atlases, wall maps, globes, school geographies, pocket maps, books of exploration, maritime charts, and a variety of cartographic materials including pocket, wall, children's, and manuscript maps. Items range in date from about 1550 to the present.  Digitization of the collection began in 1996 and there are now over 100,000 items online, with new additions added regularly. The site is free and open to the public. Here viewers have access not only to high resolution images of maps that are extensively cataloged, but also to a variety of tools that allow to users to compare, analyze, and view items in new and experimental ways.",https://library.stanford.edu/rumsey,9,,Flagged,,
92,Stanford University,https://library.stanford.edu/rumsey/collections,Cecil H. Green Library,David Rumsey Map Center,557 Escondido Mall,,Stanford,CA,94305-6004,650-498-8698,rumseymapcenter@stanford.edu,"The combined holdings include the David Rumsey Map Collection of some 150,000 maps and their digital surrogates as well as other cartographic collections and materials long held at Stanford, including the Glen McLaughlin Collection of maps of California as an Island, the Dr. Oscar I. Norwich Collection of Maps of Africa and over 10,000 antiquarian maps collected over the years by Special Collections.",,9,,flagged,,
91,Stanford University,https://library.stanford.edu/branner/map-collections-guides,Branner Earth Sciences Library and Map Collections,Mitchell Building,397 Panama Mall,,Stanford Mall,CA,94305-2174,650-723-2746,brannerlibrary@stanford.edu,"The 270,000-sheet map collection is located on the mezzanine inside the Branner Library in the Mitchell Building. All maps in the Branner Library Map Collections are shelved by call number in the map cases and file cabinets.  Branner Library holds a number of unique and rare map collections.  Some of these collections are purely digital and others are in paper.",www.stanford.edu/depts/branner/brief_map.html,9,,flagged,,
65,Contra Costa County Library,https://ccclib.org/,Martinez,,777 Arnold Drive,Suite 210,Martinez,CA,94553,800-984-4636,https://ccclib.org/contact-us/,"Mainly has atlases, but there are a few maps (part of documents collection?)",,9,Janet Reyes,inactive,12/8/20,"**Maps recently donated to Contra Costa County Historical Society. info@cocohistory.org
724 Escobar St.
Martinez, CA
Phone: 925-229-1042
Fax: 925-229-1772
"
53,"University of California, Irvine",https://guides.lib.uci.edu/gis,Langson Library,,,,Irvine,CA,92623-9557,949-824-7290,https://www.lib.uci.edu/ask-librarian-email,,,9,Janet Reyes,2nd attempt,8/3/21,
55,"University of California, San Diego",https://ucsd.libguides.com/maps,Geisel Library Building,,9500 Gilman Drive,0175R,La Jolla,CA,92093,858-534-1248,https://library.ucsd.edu/ask-us/email-a-librarian.html,,,9,Janet Reyes,completed by institution,5/11/21,Contact person is Mike Smith
58,"University of California, Los Angeles",https://guides.library.ucla.edu/maps,Young Research Library,Henry J. Bruman Map Collection,Room A4510,P.O. Box 951575,Los Angeles,CA,90095,310-825-1534,yrl-circ@library.ucla.edu,"The Henry J. Bruman Map Collection consists of maps and atlases, aerial photographs, gazetteers, place name literature, and specialized books and journals about cartography and geographic information systems (GIS).",,9,Janet Reyes,completed by institution,3/16/21,
103,Denver Public Library,https://history.denverlibrary.org/western-history-collection,Western History Collection,,10 West 14th Avenue Parkway,,Denver,CO,80204-2731,720-865-1821,"history@denverlibrary.org
https://history.denverlibrary.org/contact-us","Strong collection covering Denver, Colorado, and the Rocky Mountain West, from 1600s to the present. Collections strengths include mining claims, railroad development, transportaion, and discovery and exploration. Includes USGS topographic maps for Colorado.",,8,Craig H,completed by institution,,
94,Boulder Public Library,https://localhistory.boulderlibrary.org/islandora/object/islandora%3Amaps,Carnegie Branch Library for Local History,Map Collection,1125 Pine Street,,Boulder,CO,80302,303-441-3110,ask@boulderlibrary.org,"The Map Collection consists of more than 800 maps that document Boulder’s and Boulder County’s growth, streets, ditches, subdivisions, zoning, bicycle routes, etc. The maps are categorized by city, county and mining and are organized by year beginning in 1860.",,8,DH,Not started,,
95,"University of Colorado, Boulder",https://www.colorado.edu/libraries/libraries/norlin-library/special-collections-archives-and-preservation,University Libraries Archives ,,1720 Pleasant Street,184 UCB,Boulder,CO,80309,303-492-7578,sca@colorado.edu,,,8,NH,Not started,,
96,"University of Colorado, Boulder",google drive,Jerry Crail Johnson Earth Sciences & Map Library,Map Library Collection,1720 Pleasant Street,184 UCB,Boulder,CO,80309-0184,303-492-6133,maplib@colorado.edu,"The Jerry Crail Johnson Earth Sciences & Map Library offers materials in Earth and Environmental Sciences, Geology, and Physical Geography. The library provides maps, geospatial data, and GIS and data visualization support. Our collection of over 200,000 maps serves the needs of both sciences and humanities.",,8,NH,Not started,,
97,Colorado College,http://coloradocollege.libguides.com/c.php?g=286907&p=1909679,Charles L. Tutt Library,,1021 North Cascade Avenue,,Colorado Springs,CO,80903,719-389-6660,tuttref@coloradocollege.edu,"Use the catalog to find maps and cartographic materials.  Atlases - many are located in the oversize shelves in the Garden Level; CIA reference maps, Docs PrEx 3.10/4: {alpha by title}; Trail maps of Forest Service and BLM; Geologic and agricultural maps; National Park maps ",,8,NH,Not started,,
98,Pikes Peak Library District,https://cdm15981.contentdm.oclc.org/digital/collection/p15981coll23,,Digital Resources,P.O. Box 1579,,Colorado Springs,CO,80903,719-531-6333,https://ppld.org/contact-us,"Digital Historical maps depicting Colorado Springs, the Pikes Peak region, Colorado and the West.",,8,Craig H,Not started,,
99,"University of Colorado, Colorado Springs",http://libguides.uccs.edu/c.php?g=166314&p=2220312,Kraemer Familiy Library,,1420 Austin Bluffs Parkway,,Colorado Springs,CO,80918,719-389-8968,https://www.uccs.edu/library/help/emailform,This guide identifies useful resources for you to use in researching topics for Geography & Environmental Studies. Click on the tabs to learn more about the wealth of resources available through the Kraemer Family Library. ,,8,NH,Not started,,
100,History Colorado Center,https://www.historycolorado.org/explore-our-collection,Stephen H. Hart Research Center,,1300 Broadway,,Denver,CO,80224,303-866-2305,cosearch@state.co.us,"History Colorado holds over 2,500 maps in its online Collection ranging in date from about 1830 to present day.  The collection includes: neighborhood, city, county and state maps; topographical maps; pictorial maps; railway and railroad routes; stage routes; mines and mining claims and American Indian tribe locations maps.  The geographic representation of the map collection covers Colorado and theWest.",,8,Craig H,Not started,,
101,Colorado State Archives,https://www.colorado.gov/archives,,,1313 Sherman Street,Room 120,Denver,CO,80203,303-866-2358,https://www.colorado.gov/pacific/archives/request,,,8,DH,Not started,,
104,National Archives and Records Administration,https://www.archives.gov/frc/denver,Denver Federal Center,,17101 Huron Street,,Broomfield,CO,80023-8909,303-604-4760,denver.reference@nara.gov,"Federally related content only for Colorado, Montana, New Mexico, North Dakota, South Dakota , Utah and Wyoming",,8,DH,Not started,,
105,"United States Geological Survey, Denver",https://usgs.libguides.com/libraryinfo/denver,Library,Denver Federal Center,Mail Stop 914,Box 25046,Denver,CO,80225-0046,303-236-1000,den_lib@usgs.gov,"Today library users have access to over 3 million items: books, periodicals and journals, maps (thematic, topographic, raised relief), microfiche, microfilm, pamphlets, photographs (aerial as well as landscape, in color and black and white), transparencies, field record notebooks, 16 mm film, album slides, lantern slides and negatives, videos and audio tapes, computer media, globes, foreign language materials and electronic books. The USGS Denver Library collection covers all earth science topics, domestic and foreign with emphasis on mineralogy; petrology; geochemistry; oil, gas and coal; seismology; volcanology; and coastal and marine geology. Along with USGS publishing output, the library holds materials from state and foreign geological surveys, the former U.S. Bureau of Mines, and the National Uranium Resource Evaluation program. Special collections include Geologic Division field records materials and historical photographs taken during USGS fieldwork.",,8,DH,Not started,,
106,Fort Lewis College,http://subjectguides.fortlewis.edu/maps,John F. Reed Librarry,Maps and GIS,1000 Rim Drive,,Durango,CO,81301,970-247-7551,library@fortlewis.edu,"Reed Library holds many U.S. Federal and Colorado State publications and maps. We also collect maps and atlases to support the curriculum.  Highlights of Reed Library's Map Collection include:    USGS Topographic Maps, USGS Thematic Maps and Reports, BLM Surface Minerals Management Maps, Colorado Geological Survey Maps and Reports, political, geographic and geologic maps for regions of the world, Atlases, ArtStor (includes maps, charts, city planning and other visual images)",,8,NH,Not started,,
107,Colorado State University,https://libguides.colostate.edu/maps,Morgan Library,Karen W. Jacob Map Collection,1019 Campus Delivery,,Fort Collins,CO,80523-1019,970-491-1841,library_help@colostate.edu,"Morgan Library has approximately 80,000 maps and atlases of all types including physical, political, and thematic maps (vegetation, geologic, population, oceanographic). Maps and atlases are located in the Basement, North. Maps can be checked out for two weeks.  Reference Atlases are located on the First Floor, South.  Reference Atlases do not circulate.",,8,NH,Not started,,
108,American Alpine Club,https://americanalpineclub.org/library,"Henry S. Hall, Jr. Library",,710 Tenth Street,Suite 15,Golden,CO,80401,303-384-0112,info@americanalpineclub.org,"The Henry S. Hall Jr. American Alpine Club Library, located at AAC headquarters in Golden, Colorado, houses one of the world’s finest collections of mountain-related artifacts, archives, rare books, maps, and media. A climbing bibliophile’s dream, the library contains more than 50,000 books and all the information you could ever want on mountain history, mountain culture, climbing routes, and more.",,8,DH,Not started,,
109,Colorado School of Mines,http://libguides.mines.edu/maps,Arthur Lakes Library,Map Room,1400 Illinois,,Golden,CO,80401,303-273-3697,libcirc@mines.edu,"The Map Collection at the Colorado School of Mines was started at the same time the Library started.  It currently houses more than 164,000 maps, 5,400 books & atlases, and 164,000 Colorado aerial photographs.  The gems of the Collection are the unique mining maps of Colorado; many of these date from the late 1800s. All of the maps are catalog, and, with some exceptions, may be check out in accordance with Library policies.",,8,NH,Not started,,
110,University of Northern Colorado,https://libguides.unco.edu/jamesamichener,James A. Michener Library,,Campus Box 48,14th Ave. & 20th St.,Greeley,CO,80639-0091,970-351-2671,libraries@unco.edu,"The Michener collection now consists of nearly 900 linear feet of materials including research notes, manuscripts, galley proofs and correspondence, as well as field notebooks, maps, photographs and slides he collected while writing his novels. ",,8,NH,Not started,,
